file_name,text,sentiment,happy,sad,anger,surprise,disgust,fear
600.wav,"The president would have to spend an awful a lot amount of time on the ground, on the road.",-0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0
601.wav,And that's the reason why Gates was reappointed as secretary of defense.,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
602.wav,Thats one way to do it,0.6666667,0.0,0.0,0.33333334,0.0,0.0,0.0
603.wav,the next way to do it,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
604.wav,They won't let you in,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605.wav,You can flirt and seek your way in,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606.wav,"They’re making their 3%, maybe, commission on a transaction.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
607.wav,"And most importantly, are actually on the right side of defense to make the most money.",1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
608.wav,There’s the buyer and sellers side or you can be the investor.,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
609.wav,So the next two weeks are going to be really heavy on that.,0.6666667,1.0,0.0,0.0,0.33333334,0.0,0.0
610.wav,"And then, kind of like, any work I can pick up from them is great.",2.0,1.3333334,0.0,0.0,0.0,0.0,0.0
611.wav,"Generally Theaters have, on Staff, On their normal, everyday staff, a series of technical people.",0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
612.wav,My name's Joel Whitmore,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
613.wav, I'm a graduating senior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614.wav,"That's taking into consideration the little old lady down the street who's been in her house for fifty years, who never had a loss.",0.0,0.33333334,0.0,0.6666667,0.0,0.33333334,0.0
615.wav,What can you do about this,-0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
616.wav,Try to make some notes about what you’ve just seen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617.wav,His best friend arrived and fell in the swimming pool,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
618.wav,The woman kissed the man on the cheek and left the party,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
619.wav,Can you explain what happened in three to five sentences,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
620.wav,Who was in the film or TV show,0.6666667,0.33333334,0.0,0.0,0.33333334,0.0,0.0
621.wav,I'd like to define Yoga for our purposes in Vinyasa Yoga today.,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
622.wav,The plaintiff has to prove that that it did happen as a result of this.,-0.33333334,0.0,1.0,0.0,0.0,0.0,0.0
623.wav,"Because, as a recruiter, we do look at that",0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
624.wav,So how do you do that,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625.wav,And more altruistic for future generations and what they can care of the environment.,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
626.wav,And so the committee got together,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627.wav,It's a horse that was built by a committee,-0.33333334,0.0,0.0,0.6666667,0.0,0.33333334,0.0
628.wav,"Well, my daddy didn't want to go through the great tribulation",-0.6666667,0.6666667,0.33333334,0.0,1.0,0.0,0.0
629.wav,com dominates customer relationship management,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630.wav,"Now more than ever, an accountant is indispensable to the success of every business.",1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
631.wav,But there's a daunting array of accountants and firms to chose from.,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
632.wav,"Some of the fun parts about business school, there’s certainly a lot.",0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
633.wav,"Like, can my three wives and I still vote in the state of Mississippi",0.6666667,2.3333333,0.0,0.0,0.0,0.0,0.6666667
634.wav,The best way to identify these areas is to look at what you enjoy doing; these are usually an area of strength.,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
635.wav,"Something about her was gone, had died, I guess you could say.",-2.6666667,0.0,3.0,0.0,0.0,0.0,0.0
636.wav,"In the US, sales of new homes in October were reported to be a remarkable 25% higher than the September level.",2.3333333,0.33333334,0.0,0.0,1.0,0.0,0.0
637.wav,Markets are awaiting the Federal Reserves Beige Book review of current economic conditions which we will update as soon as it is published.,0.0,0.0,0.6666667,0.33333334,0.0,0.0,0.0
638.wav,That now tallies up to US$6 billion so far in this crackdown.,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0
639.wav,"Are you looking for a way to connect with your audience, Why not use VIDEO?",0.6666667,2.3333333,0.0,0.0,0.0,0.0,0.0
640.wav, Senate or attorney general,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641.wav, Katie&gt;&gt; It's an endorsement that could help swing votes in Nebraska,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
642.wav," With five days left in the race for Governor, Bruning has all the momentum",0.0,0.0,0.0,0.0,0.0,0.0,0.0
643.wav, The two were in Kearney today,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644.wav,"But you're smart, and this is the last of the sort of sustainability stuff.",1.0,1.3333334,0.0,0.33333334,0.0,0.0,0.33333334
645.wav, Its called the drifting theory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646.wav," In section 3, you'll find out how to handle to challenging people in your audience",0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
647.wav, We're looking forward to learning with you,1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
648.wav, This program addresses all eight,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
649.wav,"Certainly, you don't want to invest in a corporation that's not for profit.",-0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
650.wav, And so I built up the courage and I went and through that opportunity I met a friend Steve Luecht,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
651.wav, Now this was a Saturday night that we had homecoming so it was very convenient and very easy,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0
652.wav,You can reach me at 516-487-8207 or by email at lawmed10@yahoo.com.,0.33333334,1.6666666,0.0,0.33333334,0.0,0.0,0.0
653.wav,"Furthermore, the conviction may lead to results beyond the terms of the sentence itself.",-1.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334
654.wav,"Hello, welcome back to Candida Crusher again",0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
655.wav," But at the same time, understand the very important connection between stress and the gut",0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
656.wav," This is an FAQ from Marjorie in Connecticut, USA",0.0,0.0,0.0,0.0,0.0,0.0,0.0
657.wav," And often leaky gut and Candida and food allergies all seem to belong to the same person, for want of a better word",0.0,0.0,0.0,0.0,0.0,0.0,0.0
658.wav,No no there's no such vitamin,0.0,0.6666667,0.0,0.0,0.33333334,0.0,0.33333334
659.wav,"Sometimes they'll use the ""v"", sometimes they'll just use the ""a""",0.0,0.0,0.0,0.0,0.0,0.0,0.0
660.wav,So it's really important that you have all of the information at your disposal.,0.6666667,0.0,0.0,0.0,0.0,0.0,0.33333334
661.wav,There are millions of things in this world beyond our control,-0.6666667,0.0,1.0,0.33333334,0.0,0.0,0.0
662.wav,The problem is when our brain starts to believe that all things are beyond our control,-1.0,0.0,0.6666667,0.0,0.0,0.0,0.33333334
663.wav,This is financial adviser Patrick Munro telling you about annuities.,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
664.wav,And the home is quiet,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
665.wav,"Before the divorce, my dad was there everyday with us",-1.0,0.0,0.6666667,0.0,0.0,0.0,0.0
666.wav,He would help us out with speeches for student council elections,1.0,0.33333334,0.33333334,0.0,0.0,0.0,0.0
667.wav,"Whatever was going on, he was there",-0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
668.wav,"This decision is driven by my aim, to pursue a career as a Business Analyst in IT Industry.",1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
669.wav,Maybe I could be a prankster,-0.33333334,0.33333334,0.0,0.33333334,0.33333334,0.0,1.0
670.wav,I do not like cleaning things,-1.3333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0
671.wav,Equations help us understand natural phenomena using numbers.,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
672.wav,When I was seven years old I was actually almost kicked out of school.,-1.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334
673.wav,"I know that every single person here has their own story and wish we could all share it together, all the hard learned lessons, not taught in books, that they could have only learned at Illinois and nowhere else.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
674.wav,Last night the ABC’s Four Corners ran a story on people’s experiences with commercial lending.,-0.33333334,0.0,1.0,0.0,0.0,0.0,0.0
675.wav,"Unlike consumer credit providers, commercial lenders don't have to be licensed to provide or arrange finance.",-0.33333334,0.0,0.0,0.33333334,0.0,0.33333334,0.33333334
676.wav,"Well, I live in West Texas",1.0,2.0,0.0,0.0,0.0,0.0,0.0
677.wav,We've built massive amounts of infrastructure,2.0,1.6666666,0.0,0.0,0.0,0.0,0.0
678.wav," We will analyze how the sun, volcanoes and greenhouse gases affect climate",0.0,0.0,0.0,0.0,0.0,0.0,0.0
679.wav, We will do that using modeling tools,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
680.wav, I came to the University of Florida in 2011,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
681.wav, Multiple pieces are interacting with each other to become the blue planet that we know,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334
682.wav,And I cannot begin to tell you how extraordinary this man was.,2.6666667,2.6666667,0.0,0.0,0.0,0.0,0.0
683.wav,Global firms are also having to deal with different regulatory regimes in different territories.,0.33333334,0.6666667,0.33333334,0.0,0.0,0.0,0.0
684.wav,This video is for information purposes only and it is not a recommendation to buy or sell any securities,1.0,1.0,0.0,0.0,0.0,0.0,0.0
685.wav, It's important to remember when you're chasing these dividends that rate reflects risk,0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
686.wav," When you buy stock in a company, you're essentially becoming a part owner of that company",1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
687.wav,Because ou can link people right over to whatever show you've created.,1.3333334,1.0,0.0,0.0,0.0,0.0,0.33333334
688.wav,""" and he goes, ""Well it's kind of weird ""because it seems like all he's doing is taking orders",-1.3333334,0.0,0.0,0.0,1.0,0.33333334,0.0
689.wav,resume is supposed to be true,1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
690.wav,Maybe he was a book keeper,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
691.wav,"""Vice-president of pop corn""",0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
692.wav,""" It's not the same in other countries",1.3333334,2.3333333,0.0,0.0,0.33333334,0.0,0.0
693.wav,"The drive, the people that encouraged me to keep on going",1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
694.wav,Everyone gets together and we spill our souls,2.0,1.0,0.0,0.0,0.0,0.0,0.0
695.wav,"The bottom line is, if your products are not there, they can't be bought.",-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
696.wav, This is video for you Hi my name is Zane and I'm from Atlantis Skincare,0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
697.wav,"One is, the first debate she clearly had a strategy to get under his skin and was very successful at it",-0.6666667,0.0,0.0,0.0,0.33333334,0.6666667,0.0
698.wav,It was less clear what her strategy was in the second debate,-1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
699.wav,"I'm well aware of that, being a former Attorney General myself from Ohio.",0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
700.wav,"This is a Sun Oven, it folds up it carries like a suitcase and only weighs 21 pounds",0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
701.wav,Where happiness comes from: genes plus environment,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
702.wav,You could not even distinguish which group they were in based on that metric,-0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
703.wav,This week I wanted to recommend to you a brand new science-fiction book published in 2015,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
704.wav,"So, hopefully that doesn't bite you in the ass, you guys, because the whole game is basically an online ESport",-1.0,0.6666667,0.33333334,0.0,0.33333334,0.33333334,0.33333334
705.wav,"And so when I look at what we're doing now, I feel like we have blended those very nicely.",1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
706.wav,"Joining us now from Kansas City, Missouri, to discuss all of this is Bill Black",0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
707.wav,"Thank you for joining us again, Bill--twice this week",1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
708.wav,You can even start at young age or no matter how old you are.,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
709.wav, These are the West Announcements,0.6666667,0.6666667,0.0,0.0,0.33333334,0.0,0.0
710.wav, With the lead down to 2 and,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
711.wav, Now back to the studio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712.wav," There will be games, snacks, fun and, of course, time for your favorite books",1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
713.wav, Now to Caleb in sports,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
714.wav, Does it flow well? Are you discussing all of the subject areas that pertain to your clients financial situation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715.wav,It helps them from the inception of the business... and throughout the entire lifetime of the business.,0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
716.wav,There's never a dull moment in the practice of corporate law.,1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
717.wav,and the desegregation of the buses,-0.6666667,0.0,1.0,0.0,0.0,0.0,0.0
718.wav,All of those things we fight for in rules and regulations in the Department of Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719.wav," They do, y'all do a great job",2.3333333,0.0,0.0,0.0,0.0,0.0,0.0
720.wav, One of the future of our company,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
721.wav, But I'm here at on UNCC,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
722.wav," I've been coming, I think this is my fifth year, doing this fair",0.0,0.0,0.0,0.0,0.0,0.0,0.0
723.wav,"And don’t forget the places need to be all over the world, so not just in Germany.",1.0,2.6666667,0.0,0.0,0.0,0.0,0.0
724.wav,Thanks so much for watching and thank you all so much for the support you've given me to get here.,1.3333334,1.6666666,0.0,0.0,0.0,0.0,0.0
725.wav,We have taken steps to support those who have concerns and report them with a new Office of Dispute Resolution and improved complaint procedures.,0.6666667,0.33333334,0.6666667,0.33333334,0.0,0.0,0.33333334
726.wav,"Rather than do so, he resigned more than a year before the end date of his contract.",-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
727.wav,9 percent lower than December's reading of 53,0.0,1.0,0.0,0.0,0.33333334,0.0,0.0
728.wav,There's no barriers and this is something that's very exciting.,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
729.wav,"They can provide real time reporting, so that the advertiser can adjust based upon the consumer engagement.",0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
730.wav,In the next section you'll see some common resume structures.,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
731.wav,"Based on this information, fill out your targeted resume and see which order communicates your goals and experience most clearly.",0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
732.wav,"and then made a second trip to Idomeni, at the Greek-Macedonian border to work with the refugees",0.0,0.0,0.0,0.0,0.0,0.0,0.0
733.wav,""" ""Yalla"" is a word that we heard in almost every sentence",-0.6666667,0.0,0.6666667,0.33333334,0.0,0.33333334,0.0
734.wav,And ultimately they start to take on some bills and responsibilities of their own.,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
735.wav,"Again, ""I would love it if",1.0,1.0,0.0,0.33333334,0.6666667,0.0,0.0
736.wav,""" That is a terrible way to start a persuasive sentence",-0.33333334,0.33333334,0.0,0.0,0.6666667,0.33333334,0.0
737.wav,Greetings! I am Tom Earl,1.3333334,2.6666667,0.0,0.0,0.0,0.0,0.0
738.wav, And amazing moments I get to witness and be a part of,2.3333333,2.3333333,0.0,0.0,0.0,0.0,0.0
739.wav, You say out loud: one thing you're grateful for,2.3333333,3.0,0.0,0.0,0.0,0.0,0.0
740.wav, Make it a practice,1.0,2.3333333,0.0,0.0,0.0,0.0,0.0
741.wav,Van Alderman here with Prospect Equity Group and I want to take some time to tell you a little bit about our company and what it is we do.,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
742.wav,We would love to speak to you.,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
743.wav,And our process is extremely simple.,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
744.wav,Filed it away in certain categories and now we have to remember it.,-0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.0
745.wav,It also has the sense of respected,0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
746.wav,Let's assume the retailer pays a 3% fee in order to be able to accept Visa cards.,0.0,0.33333334,0.33333334,0.0,0.0,0.0,0.0
747.wav,"Hi You guys, it's Laura here from www.womens-fitness-tips.com.",2.0,2.3333333,0.0,0.0,0.0,0.0,0.0
748.wav,"The first ever video uploaded to YouTube was called “Me at the Zoo” and shows YouTube cofounder, Jawed Karim, talking about the long trunks of elephants",1.3333334,1.3333334,0.0,0.0,1.0,0.0,0.0
749.wav,Carl noted that was actually a waste of time for this minimum viable product.,-0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
750.wav,"As an entrepreneur, you have to make sure that your team isn't introducing scope creep.",0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
751.wav,"From a political perspective, we've got disarray in the Conservative Party in Britain, and in the Labor Party.",-1.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0
752.wav,"You know, for 30 years there's been suffocation in these debates",-0.6666667,0.0,0.0,0.6666667,0.0,0.0,0.0
753.wav,"If they want to have a Day of Dialogue, I say we make it a Rational Day of Dialogue.",0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
754.wav,Students should know the truth behind these religious claims: they're not as unquestionable as they might seem.,-0.6666667,0.0,0.0,0.33333334,0.0,0.0,0.0
755.wav,"But if a dialogue is what they're after, maybe that's just what we need.",0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
756.wav,I'm going to talk to you today about how to become a social worker.,0.0,0.0,0.6666667,0.33333334,0.0,0.0,0.0
757.wav,Please note that this is meant to just be for occasional shoulder discomfort,-0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
758.wav,"So first up, let's take a brief look at the shoulder",0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
759.wav,The shoulder is made up of three parts,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
760.wav,"Such as if they told you to apply online, make sure you do that.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
761.wav,For the last four years I've been teaching English through the internet with the company in Taiwan and I was pretty much in a rut.,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
762.wav,"Okay, we're working on our cutting for our humorous interpretation.",0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
763.wav,Regular investors have always been locked out of early-stage company investments until now.,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
764.wav,This is Patrick Munro talking about the benefits of overall financing.,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
765.wav,"Means that, we feel safer, more cared for and more able to trust people",0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
766.wav,I think those are some of the things you should be thinking about in order to get close to the investors.,0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
767.wav,hey guys welcome back to my channel FearlessRN,1.3333334,2.3333333,0.0,0.0,0.0,0.0,0.0
768.wav," Another thing I would suggest is, elimination",0.0,0.0,0.0,0.0,0.0,0.0,0.0
769.wav, The next thing you should know is to look in detail at the side effects of the drugs,1.0,1.0,0.0,0.0,0.0,0.0,0.0
770.wav, We want money out of politics,0.33333334,0.6666667,0.0,0.0,0.33333334,0.0,0.0
771.wav, Most of us can vote,1.0,0.0,0.0,0.33333334,0.33333334,0.33333334,0.0
772.wav, I have no super PAC,-0.6666667,0.33333334,0.0,0.33333334,0.0,0.0,0.0
773.wav,But I've been afforded a lot of opportunities,1.6666666,2.3333333,0.0,0.0,0.0,0.0,0.0
774.wav, There's also tons of written content and lots of exercises to help you practice what you're learning,1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
775.wav, This course is not just about learning the tarot,0.6666667,2.3333333,0.0,0.0,0.0,0.0,0.0
776.wav, It helps make it so much easier,2.0,2.0,0.0,0.0,0.0,0.0,0.0
777.wav,generic! I wanted accurate insights,0.6666667,2.3333333,0.0,0.0,0.0,0.0,0.0
778.wav, This is something anyone can learn to do,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
779.wav, So call us now (361) 814-3487 and see just how wonderful they are,2.0,1.3333334,0.0,0.0,0.0,0.0,0.0
780.wav, But that might actually be good news,0.33333334,0.33333334,0.16666667,0.0,0.5,0.33333334,0.0
781.wav," Both cases recently won major victories for equality, and now head separately to the 10th Circuit Court of Appeals",0.5,0.16666667,0.0,0.0,0.0,0.0,0.0
782.wav," If they rule promptly, both cases could go to the US Supreme Court in its next session",1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
783.wav, Now Nevada Attorney General Katherine Cortez has announced that she will review the arguments made in a marriage case there,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784.wav, Stay tuned for further announcements about our day in court,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
785.wav,"In my last video, I talked about finding a quick way to describe your company in relation to what the audience understands…and loves",1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
786.wav,I just have one last thing to say and that's keep innovating.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
787.wav,"And this has been Braden Kelley, author of Stoking Innovation Bonfire.",0.16666667,0.0,0.0,0.0,0.0,0.0,0.16666667
788.wav,"Hey guys, this is Richard with Short Term Rental Secrets",0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
789.wav, Some of the adjectives that you might find are really helpful you won't know on day one,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
790.wav, We're filming content like this all the time and we really hope to see you soon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
791.wav,"It's very hard, as far as marketing is concerned   there's a lot of noise out there.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
792.wav,"Thanks for spending time with me at Frank Leutz, Desert Car Care.",2.0,1.3333334,0.33333334,0.0,0.0,0.0,0.0
793.wav,That's the general story structure shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794.wav,But here's the shape of three act story structure,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
795.wav,This is the tool I want to give you,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
796.wav,I think this is incredibly cool,2.6666667,2.6666667,0.0,0.0,0.6666667,0.0,0.0
797.wav,"If the Phen375 were so wrong, why so many people would buy them?",1.0,1.0,0.0,0.0,0.6666667,0.0,0.0
798.wav,You will get one bottle free if you decide to buy three bottles at once.,1.0,2.3333333,0.0,0.0,0.0,0.0,0.0
799.wav,His humility: he lived as a carpenter had a simple life lived amongst the poor,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
800.wav, I think it's gonna be really great by the way,2.3333333,2.3333333,0.0,0.0,0.0,0.0,0.0
801.wav, You can find the link below,0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
802.wav," I think, you'll have fun with it",1.3333334,2.3333333,0.0,0.0,0.0,0.0,0.0
803.wav, I hope you have a great rest of the day if you're watching this in the morning,2.6666667,2.6666667,0.0,0.0,0.0,0.0,0.0
804.wav, It's not a beginning course,0.33333334,0.6666667,0.0,0.0,0.0,0.33333334,0.0
805.wav,not yet resolving in the courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806.wav,"” Political prison camps where, by UN estimates, between 80 and 120 thousand people are currently being held",-0.6666667,0.0,0.0,0.0,0.0,0.33333334,0.0
807.wav,"Welcome to our CFP exam page, and thank you for stopping by.",1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
808.wav,My name is Jeremy Vreeken,0.0,1.0,0.0,0.0,0.0,0.0,0.0
809.wav, And then I went back home and looked for ways to do it too,0.0,0.0,1.0,0.0,0.0,0.33333334,0.0
810.wav,if I'm speaking to a political leader,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
811.wav," And you, as in the body that represents all government",0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334
812.wav," And, um, I think young people could be mobilized if they saw support for these issues",0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
813.wav," And that, um, made me really sad",-1.0,0.0,0.6666667,0.0,0.0,0.0,0.0
814.wav,It actually causes it to last longer,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
815.wav,You're too young to be deaf,-1.3333334,0.0,1.6666666,0.6666667,0.0,0.0,0.0
816.wav,Every loan program and product today has a maximum debt-to-income ratio that's allowed.,0.0,0.33333334,0.0,0.33333334,0.33333334,0.0,0.0
817.wav,His program is OK because he is making me lose the championship.,-1.0,0.0,0.33333334,0.33333334,0.0,0.33333334,0.33333334
818.wav,"Through his reports back to the parliament, that makes the system overall much more accountable.",0.6666667,0.0,0.33333334,0.0,0.0,0.0,0.0
819.wav,I hope this video helped you,1.3333334,2.3333333,0.0,0.0,0.0,0.0,0.0
820.wav,First of all let's just real quickly define what we mean by the word equity.,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
821.wav,My name is Morgan McLellan and i just completed the eight week BuiltLean program.,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
822.wav,It'just a treasure trove of everything you need to know about health and fitness.,1.6666666,1.3333334,0.0,0.0,0.6666667,0.0,0.0
823.wav,This is another of my favorite albums,1.0,0.0,0.33333334,0.0,0.0,0.0,0.0
824.wav,So it sounds a little different,0.6666667,0.6666667,0.6666667,0.0,0.0,0.0,0.0
825.wav,""" This morning there was some sand under the climbing structure",0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
826.wav,How come you didn't sweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827.wav,""" And Cory could say, ""I had a had a late pick-up yesterday",1.0,1.0,0.0,0.0,0.0,0.0,0.0
828.wav,The children don't break things because they want to break them,1.0,1.0,0.0,0.0,0.0,0.0,0.0
829.wav,"Hey guys, this is Brodie Arldt",0.0,0.0,0.0,0.0,0.0,0.0,0.0
830.wav, At that moment my Pa-Paw knew I was something special,1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
831.wav, There are many memories Pa-Paw and I would share,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
832.wav, I was always there right beside him and I was lucky to have him,1.3333334,0.0,0.0,0.33333334,0.0,0.0,0.0
833.wav, When I grew up I wanted to be just like him,1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
834.wav," Everything I learned, I learned from my Pa-Paw",0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
835.wav, Someday I hope to become half the man you were,0.33333334,0.0,1.0,0.0,0.0,0.0,0.0
836.wav, People like my Pa-Paw are one in a million,1.0,0.0,1.3333334,0.0,0.0,0.0,0.0
837.wav," In nineteen sixty-seven, he would have his second and last child, my mother, Cheryl Blaha",0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
838.wav,"So when you want to show pictures, your computer is going to have to perform certain functions in order to get that picture displayed.",0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
839.wav,Greater transparency&nbsp;in both how governments and businesses operate.,0.6666667,0.0,0.0,0.6666667,0.0,0.0,0.0
840.wav,"Since we're not carrying the flag of any one distribution method over another, we don't have a conflict of interest in what we recommend.",0.33333334,0.33333334,0.0,0.6666667,0.0,0.0,0.0
841.wav,Digitally is all about everyone being connected to everyone else in anything they're interested in.,1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
842.wav,Anything that can be done digitally will start to be done digitally.,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
